2.000000000000000111e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.112999999999999878e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.233999999999999875e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.359999999999999876e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.494000000000000106e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.636000000000000010e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.786000000000000143e-01 6.517999999999999927e-28 1.000000000000000000e+00
2.943999999999999950e-01 6.517999999999999927e-28 1.000000000000000000e+00
3.110999999999999877e-01 6.517999999999999927e-28 1.000000000000000000e+00
3.286999999999999922e-01 6.517999999999999927e-28 1.000000000000000000e+00
3.473999999999999866e-01 6.517999999999999927e-28 1.000000000000000000e+00
3.670999999999999819e-01 6.517999999999999927e-28 1.000000000000000000e+00
3.880000000000000115e-01 6.517999999999999927e-28 1.000000000000000000e+00
4.099999999999999756e-01 6.517999999999999927e-28 1.000000000000000000e+00
4.333000000000000185e-01 6.517999999999999927e-28 1.000000000000000000e+00
4.577999999999999847e-01 6.517999999999999927e-28 1.000000000000000000e+00
4.838000000000000078e-01 6.517999999999999927e-28 1.000000000000000000e+00
5.112999999999999767e-01 6.517999999999999927e-28 1.000000000000000000e+00
5.403000000000000025e-01 6.517999999999999927e-28 1.000000000000000000e+00
5.709999999999999520e-01 6.517999999999999927e-28 1.000000000000000000e+00
6.034000000000000474e-01 6.517999999999999927e-28 1.000000000000000000e+00
6.375999999999999446e-01 6.517999999999999927e-28 1.000000000000000000e+00
6.739000000000000545e-01 6.517999999999999927e-28 1.000000000000000000e+00
7.120999999999999552e-01 6.517999999999999927e-28 1.000000000000000000e+00
7.526000000000000467e-01 6.517999999999999927e-28 1.000000000000000000e+00
7.953000000000000069e-01 6.517999999999999927e-28 1.000000000000000000e+00
8.405000000000000249e-01 6.517999999999999927e-28 1.000000000000000000e+00
8.881999999999999895e-01 6.517999999999999927e-28 1.000000000000000000e+00
9.385000000000000009e-01 6.517999999999999927e-28 1.000000000000000000e+00
9.918000000000000149e-01 6.517999999999999927e-28 1.000000000000000000e+00
1.048000000000000043e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.108000000000000096e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.169999999999999929e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.237000000000000099e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.306999999999999940e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.381000000000000005e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.459999999999999964e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.542999999999999927e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.629999999999999893e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.723000000000000087e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.820999999999999952e+00 6.517999999999999927e-28 1.000000000000000000e+00
1.923999999999999932e+00 3.991999999999999660e-27 1.000000000000000000e+00
2.032999999999999918e+00 6.134999999999999849e-26 1.000000000000000000e+00
2.149000000000000021e+00 4.179000000000000106e-25 1.000000000000000000e+00
2.270000000000000018e+00 2.253999999999999863e-24 1.000000000000000000e+00
2.399000000000000021e+00 9.862999999999999809e-24 1.000000000000000000e+00
2.536000000000000032e+00 3.717999999999999979e-23 1.000000000000000000e+00
2.678999999999999826e+00 1.211000000000000002e-22 1.000000000000000222e+00
2.831999999999999851e+00 3.488999999999999827e-22 1.000000000000000222e+00
2.991999999999999993e+00 8.912999999999999868e-22 1.000000000000000222e+00
3.161999999999999922e+00 2.072999999999999921e-21 1.000000000000000222e+00
3.342000000000000082e+00 4.436000000000000141e-21 1.000000000000000222e+00
3.531000000000000139e+00 8.822000000000000127e-21 1.000000000000000222e+00
3.732000000000000206e+00 1.660999999999999951e-20 1.000000000000000222e+00
3.943999999999999950e+00 2.967000000000000154e-20 1.000000000000000222e+00
4.168000000000000149e+00 5.136000000000000058e-20 1.000000000000000222e+00
4.403999999999999915e+00 8.647000000000000336e-20 1.000000000000000222e+00
4.653999999999999915e+00 1.422000000000000022e-19 1.000000000000000222e+00
4.918999999999999595e+00 2.322000000000000047e-19 1.000000000000000222e+00
5.198000000000000398e+00 3.798999999999999969e-19 1.000000000000000222e+00
5.493000000000000327e+00 6.280000000000000480e-19 1.000000000000000222e+00
5.804000000000000270e+00 1.054999999999999971e-18 1.000000000000000222e+00
6.134000000000000341e+00 1.858000000000000051e-18 1.000000000000000222e+00
6.482000000000000206e+00 3.431000000000000078e-18 1.000000000000000444e+00
6.849999999999999645e+00 6.609000000000000039e-18 1.000000000000000444e+00
7.238999999999999879e+00 1.268000000000000032e-17 1.000000000000000444e+00
7.650000000000000355e+00 2.327000000000000021e-17 1.000000000000000444e+00
8.083999999999999631e+00 3.980000000000000084e-17 1.000000000000000444e+00
8.542999999999999261e+00 6.341000000000000387e-17 1.000000000000000444e+00
9.028000000000000469e+00 9.464999999999999479e-17 1.000000000000000444e+00
9.541000000000000369e+00 1.340999999999999998e-16 1.000000000000000444e+00
1.008000000000000007e+01 1.819000000000000074e-16 1.000000000000000666e+00
1.065000000000000036e+01 2.381000000000000134e-16 1.000000000000000666e+00
1.125999999999999979e+01 3.028000000000000096e-16 1.000000000000000666e+00
1.190000000000000036e+01 3.760999999999999878e-16 1.000000000000000666e+00
1.257000000000000028e+01 4.580999999999999891e-16 1.000000000000000666e+00
1.328999999999999915e+01 5.485999999999999805e-16 1.000000000000000888e+00
1.403999999999999915e+01 6.476999999999999540e-16 1.000000000000000888e+00
1.483999999999999986e+01 7.550999999999999834e-16 1.000000000000000888e+00
1.567999999999999972e+01 8.709000000000000112e-16 1.000000000000000888e+00
1.657000000000000028e+01 9.946999999999999719e-16 1.000000000000000888e+00
1.751000000000000156e+01 1.126999999999999972e-15 1.000000000000001110e+00
1.851000000000000156e+01 1.266000000000000061e-15 1.000000000000001110e+00
1.955999999999999872e+01 1.413000000000000083e-15 1.000000000000001110e+00
2.067000000000000171e+01 1.567000000000000022e-15 1.000000000000001332e+00
2.183999999999999986e+01 1.729000000000000091e-15 1.000000000000001332e+00
2.307999999999999829e+01 1.896999999999999862e-15 1.000000000000001332e+00
2.439000000000000057e+01 2.070999999999999929e-15 1.000000000000001554e+00
2.578000000000000114e+01 2.251999999999999912e-15 1.000000000000001554e+00
2.723999999999999844e+01 2.438000000000000173e-15 1.000000000000001776e+00
2.878999999999999915e+01 2.630000000000000137e-15 1.000000000000001776e+00
3.042000000000000171e+01 2.826999999999999986e-15 1.000000000000001776e+00
3.214999999999999858e+01 3.029000000000000113e-15 1.000000000000001998e+00
3.396999999999999886e+01 3.236000000000000124e-15 1.000000000000001998e+00
