2.000000000000000111e-01 8.747999999999999941e+24 1.001348497806419546e+00
2.112999999999999878e-01 8.471000000000000531e+24 1.001861907481865321e+00
2.233999999999999875e-01 8.202999999999999717e+24 1.002544563399147215e+00
2.359999999999999876e-01 7.943999999999999648e+24 1.003415243748430274e+00
2.494000000000000106e-01 7.694000000000000323e+24 1.004534423157050549e+00
2.636000000000000010e-01 7.452000000000000109e+24 1.005952283230578059e+00
2.786000000000000143e-01 7.218999999999999566e+24 1.007723371011736813e+00
2.943999999999999950e-01 6.992999999999999721e+24 1.009905923341783973e+00
3.110999999999999877e-01 6.775000000000000061e+24 1.012578264788277727e+00
3.286999999999999922e-01 6.564000000000000025e+24 1.015811090637742442e+00
3.473999999999999866e-01 6.361000000000000174e+24 1.019721936439240473e+00
3.670999999999999819e-01 6.164000000000000461e+24 1.024377180478005744e+00
3.880000000000000115e-01 5.974000000000000373e+24 1.029918037913848838e+00
4.099999999999999756e-01 5.790999999999999910e+24 1.036418303759515380e+00
4.333000000000000185e-01 5.613999999999999585e+24 1.044043981123593534e+00
4.577999999999999847e-01 5.441999999999999912e+24 1.052875795276748905e+00
4.838000000000000078e-01 5.276999999999999864e+24 1.063147608586475945e+00
5.112999999999999767e-01 5.117000000000000468e+24 1.075003708068720032e+00
5.403000000000000025e-01 4.961999999999999576e+24 1.088592197170483056e+00
5.709999999999999520e-01 4.812999999999999897e+24 1.104170833981144462e+00
6.034000000000000474e-01 4.668999999999999797e+24 1.121921539259626677e+00
6.375999999999999446e-01 4.528999999999999788e+24 1.142095216522852619e+00
6.739000000000000545e-01 4.394999999999999918e+24 1.165101224587282269e+00
7.120999999999999552e-01 4.265000000000000141e+24 1.191066030758458849e+00
7.526000000000000467e-01 4.139999999999999941e+24 1.220546998146184281e+00
7.953000000000000069e-01 4.018999999999999834e+24 1.253801643991107495e+00
8.405000000000000249e-01 3.901999999999999820e+24 1.291439260792326627e+00
8.881999999999999895e-01 3.789999999999999920e+24 1.333897123338528612e+00
9.385000000000000009e-01 3.682000000000000113e+24 1.381756664622954434e+00
9.918000000000000149e-01 3.577999999999999862e+24 1.435995955910095212e+00
1.048000000000000043e+00 3.478000000000000239e+24 1.497214675960290009e+00
1.108000000000000096e+00 3.382000000000000172e+24 1.567280928366165060e+00
1.169999999999999929e+00 3.290000000000000197e+24 1.644983255189005344e+00
1.237000000000000099e+00 3.201999999999999778e+24 1.735276031164036503e+00
1.306999999999999940e+00 3.117999999999999987e+24 1.836981945819597728e+00
1.381000000000000005e+00 3.037000000000000266e+24 1.953154563892473661e+00
1.459999999999999964e+00 2.961000000000000124e+24 2.087614749241409218e+00
1.542999999999999927e+00 2.888000000000000050e+24 2.241304677643505716e+00
1.629999999999999893e+00 2.818000000000000046e+24 2.417104232434514000e+00
1.723000000000000087e+00 2.753000000000000157e+24 2.623043863620112770e+00
1.820999999999999952e+00 2.689999999999999778e+24 2.861998787875462025e+00
1.923999999999999932e+00 2.632000000000000050e+24 3.139749249102544937e+00
2.032999999999999918e+00 2.575999999999999832e+24 3.466430218915213413e+00
2.149000000000000021e+00 2.525000000000000266e+24 3.855163039655766788e+00
2.270000000000000018e+00 2.476000000000000210e+24 4.311086827123026488e+00
2.399000000000000021e+00 2.431000000000000245e+24 4.860997248889876055e+00
2.536000000000000032e+00 2.389000000000000082e+24 5.526815011006566358e+00
2.678999999999999826e+00 2.349999999999999987e+24 6.324490235734875121e+00
2.831999999999999851e+00 2.314999999999999985e+24 7.311767522230041116e+00
2.991999999999999993e+00 2.283000000000000052e+24 8.516042880586873309e+00
3.161999999999999922e+00 2.253999999999999920e+24 1.002114115255938209e+01
3.342000000000000082e+00 2.228000000000000126e+24 1.191432395942666744e+01
3.531000000000000139e+00 2.205000000000000132e+24 1.429815657958121378e+01
3.732000000000000206e+00 2.184999999999999939e+24 1.737044964158907590e+01
3.943999999999999950e+00 2.168000000000000084e+24 2.134262840181764531e+01
4.168000000000000149e+00 2.154000000000000029e+24 2.654699757229956347e+01
4.403999999999999915e+00 2.142000000000000021e+24 3.342841985538873928e+01
4.653999999999999915e+00 2.134000000000000105e+24 4.269730848491702346e+01
4.918999999999999595e+00 2.128999999999999990e+24 5.537315739742496135e+01
5.198000000000000398e+00 2.126999999999999943e+24 7.284311406258318300e+01
5.493000000000000327e+00 2.128999999999999990e+24 9.739196981640770900e+01
5.804000000000000270e+00 2.135000000000000128e+24 1.323441683408971130e+02
6.134000000000000341e+00 2.145000000000000090e+24 1.833245567346684766e+02
6.482000000000000206e+00 2.158000000000000122e+24 2.586092827316451803e+02
6.849999999999999645e+00 2.173999999999999954e+24 3.722503765875646877e+02
