8598.6925348  4.99619360864e-22
8757.13112389  4.74542072966e-21
8639.20397789  3.03922752223e-20
8928.05611667  1.59886356301e-19
9351.20646407  6.90800597975e-19
9772.13700637  2.38305347369e-18
10327.6432329  6.94429249398e-18
11835.4458479  1.75895677281e-17
13886.5457613  3.76439643927e-17
16890.4970144  7.40812905712e-17
20846.4671802  1.23206789876e-16
25211.1589602  2.04955999797e-16
29438.5002997  3.04630388758e-16
34482.7299163  4.28198894302e-16
38981.1649537  5.52999309189e-16
44160.2477302  6.7535180862e-16
49202.8124931  8.018298532e-16
54790.6168838  9.79461999711e-16
60513.8293858  1.09967962085e-15
66917.9671025  1.20085679727e-15
74003.8624609  1.3877869652e-15
82179.1271726  1.51698298596e-15
91308.075651  1.65909668383e-15
101254.189882  1.76499075953e-15
112971.153633  1.82736798398e-15
125914.282226  1.8932556477e-15
