9266.57639459  1.29492449144e-22
9284.61231104  8.06391990048e-22
9577.34910875  6.29034950395e-21
10412.8282537  3.91900952594e-20
11927.0128083  1.89611250977e-19
13847.4216964  7.12314090663e-19
16993.1630003  2.46103936145e-18
21090.3682657  6.79263763509e-18
25459.7771316  1.82307653531e-17
29554.7625918  4.01758035622e-17
34057.9147151  8.3711298684e-17
38832.7154876  1.60328267679e-16
44151.9234611  2.90354963695e-16
49333.780994  4.69823790184e-16
54788.1196031  7.60339140531e-16
60514.6618127  1.19653734554e-15
67194.6103132  1.83171634611e-15
74282.4480011  2.57768588848e-15
82460.4874692  3.73325942901e-15
90911.2854891  5.56202540932e-15
101132.100602  7.41191653468e-15
112852.116584  1.04576570079e-14
126206.464072  1.39603972965e-14
